OrderID,Product Name,,Category,Price,Quantity,OrderDate
719,GBC Standard Therm-A-Bind Covers,,Office Supplies,59.81,3,2012-11-08
720,Aluminum Document Frame,,Furniture,73.32,6,2012-11-08
721,Tops Green Bar Computer Printout Paper,,Office Supplies,146.82,3,2014-09-18
722,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,,Furniture,1652.94,3,2012-09-21
723,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",,Office Supplies,296.37,3,2012-03-06
724,"Seth Thomas 16"" Steel Case Clock",,Furniture,129.92,5,2012-03-06
725,Acme Softgrip Scissors,,Office Supplies,45.58,7,2011-10-03
726,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",,Office Supplies,17.57,2,2011-10-03
727,ClearSounds CSC500 Amplified Spirit Phone Corded phone,,Technology,55.99,1,2014-10-31
728,Xerox 1964,,Office Supplies,182.72,8,2014-10-31
729,"Bevis Traditional Conference Table Top, Plinth Base",,Furniture,400.03,2,2014-10-31
730,"Personal Folder Holder, Ebony",,Office Supplies,33.63,3,2014-06-11
731,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",,Furniture,542.65,3,2014-01-09
732,Avery 520,,Office Supplies,6.3,2,2014-06-12
733,Carina Double Wide Media Storage Towers in Natural & Black,,Office Supplies,242.94,3,2014-06-12
734,Logitech Illuminated - Keyboard,,Technology,179.97,3,2014-06-12
735,Wilson Jones Century Plastic Molded Ring Binders,,Office Supplies,99.7,6,2014-06-12
736,Wilson Jones Leather-Like Binders with DublLock Round Rings,,Office Supplies,27.94,4,2014-06-12
737,O'Sullivan Cherrywood Estates Traditional Bookcase,,Furniture,84.98,1,2014-03-21
738,Acco Translucent Poly Ring Binders,,Office Supplies,18.72,5,2014-09-24
739,Logitech Wireless Touch Keyboard K400,,Technology,49.98,2,2013-09-25
740,Avery 508,,Office Supplies,11.78,3,2013-09-25
741,SAFCO Boltless Steel Shelving,,Office Supplies,272.74,3,2014-12-03
742,GBC Standard Plastic Binding Systems Combs,,Office Supplies,3.54,2,2014-12-03
743,Martin-Yale Premier Letter Opener,,Office Supplies,51.52,5,2014-12-03
744,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",,Office Supplies,3.53,1,2014-12-03
745,Xerox 196,,Office Supplies,4.62,1,2014-12-03
746,"Fiskars 8"" Scissors, 2/Pack",,Office Supplies,55.17,4,2012-08-31
747,KI Conference Tables,,Furniture,567.12,10,2012-08-31
748,Fellowes Officeware Wire Shelving,,Office Supplies,359.32,4,2012-08-31
749,Belkin iPhone and iPad Lightning Cable,,Technology,11.99,1,2012-08-31
750,GBC Durable Plastic Covers,,Office Supplies,58.05,3,2011-11-24
751,Nu-Dell Leatherette Frames,,Furniture,157.74,11,2012-12-06
752,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",,Office Supplies,56.98,7,2014-03-26
753,Avery Durable Binders,,Office Supplies,2.88,1,2014-03-26
754,Hewlett Packard 610 Color Digital Copier / Printer,,Technology,1199.98,3,2014-03-26
755,12-1/2 Diameter Round Wall Clock,,Furniture,79.92,4,2014-03-26
756,Chromcraft Round Conference Tables,,Furniture,383.44,4,2014-03-26
757,Recycled Eldon Regeneration Jumbo File,,Office Supplies,24.56,2,2012-12-12
758,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,,Technology,119.8,4,2012-12-12
759,Angle-D Ring Binders,,Office Supplies,13.13,3,2014-08-15
760,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",,Office Supplies,22.72,4,2014-08-15
761,Xerox 226,,Office Supplies,58.32,9,2014-10-08
762,Avery 476,,Office Supplies,12.39,3,2014-10-08
763,JBL Micro Wireless Portable Bluetooth Speaker,,Technology,107.98,3,2014-10-08
764,Staple envelope,,Office Supplies,11.36,2,2014-01-21
765,Brown Kraft Recycled Envelopes,,Office Supplies,50.94,3,2014-01-21
766,Plantronics S12 Corded Telephone Headset System,,Technology,646.74,6,2014-03-24
767,3-ring staple pack,,Office Supplies,5.64,3,2012-06-07
768,Fellowes Stor/Drawer Steel Plus Storage Drawers,,Office Supplies,572.58,6,2011-11-12
769,Electrix Halogen Magnifier Lamp,,Furniture,310.88,2,2011-11-12
770,Hon 4070 Series Pagoda Round Back Stacking Chairs,,Furniture,641.96,2,2014-10-13
771,Cardinal EasyOpen D-Ring Binders,,Office Supplies,18.28,2,2014-10-13
772,AT&T 841000 Phone,,Technology,207,3,2013-05-22
773,GBC Instant Report Kit,,Office Supplies,32.35,5,2014-11-10
774,DXL Angle-View Binders with Locking Rings by Samsill,,Office Supplies,7.71,1,2014-11-10
775,Boston 19500 Mighty Mite Electric Pencil Sharpener,,Office Supplies,40.3,2,2014-05-14
776,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",,Furniture,34.58,7,2014-12-29
777,"Dixon My First Ticonderoga Pencil, #2",,Office Supplies,32.76,7,2014-07-04
778,Hon GuestStacker Chair,,Furniture,544.01,3,2011-11-18
779,Xerox 191,,Office Supplies,59.94,3,2011-11-18
780,Xerox 1974,,Office Supplies,23.92,4,2012-09-25
781,Xerox 1927,,Office Supplies,4.28,1,2013-11-06
782,Acco D-Ring Binder w/DublLock,,Office Supplies,32.07,5,2012-07-11
783,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,,Technology,24,2,2012-07-11
784,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",,Furniture,35.49,1,2013-11-04
785,Microsoft Natural Ergonomic Keyboard 4000,,Technology,47.98,2,2013-11-04
786,Cameo Buff Policy Envelopes,,Office Supplies,186.69,3,2013-11-04
787,Heavy-Duty E-Z-D Binders,,Office Supplies,17.46,2,2013-11-04
788,"Lifetime Advantage Folding Chairs, 4/Carton",,Furniture,348.93,2,2014-09-05
789,GBC VeloBinder Manual Binding System,,Office Supplies,143.96,4,2014-12-25
790,"Decoflex Hanging Personal Folder File, Blue",,Office Supplies,15.42,1,2014-08-29
791,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",,Office Supplies,43.04,8,2014-08-29
792,Office Star - Contemporary Task Swivel Chair,,Furniture,332.94,3,2014-08-29
793,Cisco Unified IP Phone 7945G VoIP phone,,Technology,1363.96,5,2014-08-29
794,Avery 499,,Office Supplies,9.96,2,2011-12-13
795,"Wirebound Message Book, 4 per Page",,Office Supplies,21.72,4,2012-09-26
796,Avery Durable Binders,,Office Supplies,20.16,7,2012-09-26
797,Xerox 1887,,Office Supplies,132.79,7,2013-05-20
798,Xerox 1967,,Office Supplies,12.96,2,2013-11-15
799,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,,Office Supplies,21.56,7,2011-07-25
800,"Situations Contoured Folding Chairs, 4/Set",,Furniture,283.92,5,2011-07-25
801,"Executive Impressions 14"" Contract Wall Clock",,Furniture,22.23,1,2011-07-25
802,Logitech Mobile Speakerphone P710e - speaker phone,,Technology,215.97,2,2014-03-03
803,Belkin 7 Outlet SurgeMaster II,,Office Supplies,355.32,9,2014-03-03
804,Xerox 218,,Office Supplies,12.96,2,2012-09-06
805,"Eldon Stackable Tray, Side-Load, Legal, Smoke",,Furniture,18.28,2,2012-07-16
806,Model L Table or Wall-Mount Pencil Sharpener,,Office Supplies,43.18,3,2012-07-16
807,ClearOne CHATAttach 160 - speaker phone,,Technology,1983.97,4,2013-05-01
808,Coloredge Poster Frame,,Furniture,28.4,2,2014-04-17
809,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,,Technology,149.97,3,2014-04-17
810,Newell 32,,Office Supplies,11.52,4,2012-08-16
811,"Bevis Round Bullnose 29"" High Table Top",,Furniture,1298.55,5,2012-08-16
812,Belkin F9G930V10-GRY 9 Outlet Surge,,Office Supplies,213.92,4,2012-08-16
813,Sony 16GB Class 10 Micro SDHC R40 Memory Card,,Technology,25.78,2,2012-08-16
814,"Eldon Stackable Tray, Side-Load, Legal, Smoke",,Furniture,18.28,2,2012-05-31
815,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,,Technology,1399.93,7,2012-05-31
816,Xerox 205,,Office Supplies,51.84,8,2012-05-31
817,Xerox 1968,,Office Supplies,5.34,1,2014-11-02
818,Xerox 1995,,Office Supplies,41.47,8,2014-11-02
819,Self-Adhesive Ring Binder Labels,,Office Supplies,3.17,3,2013-05-06
820,Global Leather Executive Chair,,Furniture,1228.47,5,2013-05-06
821,GBC Recycled Grain Textured Covers,,Office Supplies,31.09,3,2013-03-05
822,Xerox 1941,,Office Supplies,335.52,4,2013-04-29
823,Razer Kraken PRO Over Ear PC and Music Headset,,Technology,239.97,3,2011-04-26
824,Avery 508,,Office Supplies,9.82,2,2011-04-26
825,Kingston Digital DataTraveler 32GB USB 2.0,,Technology,67.8,4,2014-04-02
826,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,,Technology,167.97,3,2014-04-02
827,Advantus Plastic Paper Clips,,Office Supplies,35,7,2014-12-23
828,Acme Forged Steel Scissors with Black Enamel Handles,,Office Supplies,37.24,4,2014-12-23
829,Security-Tint Envelopes,,Office Supplies,15.28,2,2014-12-23
830,"Global Airflow Leather Mesh Back Chair, Black",,Furniture,301.96,2,2014-12-23
831,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",,Office Supplies,180.66,3,2014-05-16
832,Pyle PMP37LED,,Technology,191.98,2,2014-05-16
833,Clarity 53712,,Technology,65.99,1,2014-05-16
834,Boston 16801 Nautilus Battery Pencil Sharpener,,Office Supplies,35.22,2,2012-08-15
835,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",,Office Supplies,23.7,2,2013-09-27
836,Zebra GX420t Direct Thermal/Thermal Transfer Printer,,Technology,265.48,1,2014-09-18
837,GBC ProClick Punch Binding System,,Office Supplies,51.18,4,2014-09-18
838,"Adams Telephone Message Books, 5 1/4” x 11”",,Office Supplies,9.66,2,2014-09-18
839,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,,Technology,21.07,3,2014-09-18
840,Boston 19500 Mighty Mite Electric Pencil Sharpener,,Office Supplies,60.45,3,2014-09-18
841,Newell 335,,Office Supplies,11.52,4,2014-09-18
842,O'Sullivan 3-Shelf Heavy-Duty Bookcases,,Furniture,186.05,4,2014-09-18
843,Fellowes Binding Cases,,Office Supplies,37.44,4,2013-08-17
844,Ibico Plastic and Wire Spiral Binding Combs,,Office Supplies,26.98,4,2012-12-24
845,Acme Preferred Stainless Steel Scissors,,Office Supplies,11.36,2,2012-08-25
846,Avery 486,,Office Supplies,14.62,2,2012-08-25
847,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,,Technology,83.72,7,2014-12-04
848,Global Deluxe Office Fabric Chairs,,Furniture,287.94,3,2011-06-21
849,"Linden 10"" Round Wall Clock, Black",,Furniture,48.9,4,2011-06-21
850,Maxell DVD-RAM Discs,,Technology,115.36,7,2014-06-30
851,DIXON Oriole Pencils,,Office Supplies,5.16,2,2012-11-12
852,Xerox 202,,Office Supplies,38.88,6,2013-08-29
853,"Boston School Pro Electric Pencil Sharpener, 1670",,Office Supplies,185.88,6,2013-08-29
854,"Executive Impressions 14"" Contract Wall Clock",,Furniture,44.46,2,2013-01-22
855,Carina Double Wide Media Storage Towers in Natural & Black,,Office Supplies,242.94,3,2014-06-17
856,Xerox 1884,,Office Supplies,39.96,2,2014-06-17
857,Acme Box Cutter Scissors,,Office Supplies,102.3,10,2014-06-17
858,Staple magnet,,Office Supplies,21.36,2,2012-01-30
859,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",,Office Supplies,7.61,1,2012-01-30
860,OIC Binder Clips,,Office Supplies,7.16,2,2012-12-01
861,Staple remover,,Office Supplies,7.36,2,2014-12-22
862,Deluxe Chalkboard Eraser Cleaner,,Office Supplies,23.1,2,2011-10-04
863,Logitech MX Performance Wireless Mouse,,Technology,191.47,6,2011-10-04
864,Newell 337,,Office Supplies,5.25,2,2014-02-14
865,"Logitech B530 USB Headset - headset - Full size, Binaural",,Technology,59.18,2,2014-02-14
866,Avery 482,,Office Supplies,2.89,1,2014-02-14
867,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,Furniture,51.94,1,2012-02-21
868,Avery 483,,Office Supplies,15.94,4,2011-11-04
869,Large Capacity Hanging Post Binders,,Office Supplies,44.91,6,2012-06-20
870,GBC Ibimaster 500 Manual ProClick Binding System,,Office Supplies,1141.47,5,2012-06-20
871,Cisco SPA301,,Technology,280.78,3,2011-06-08
872,Southworth 100% Cotton The Best Paper,,Office Supplies,34.44,3,2011-08-08
873,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",,Office Supplies,11.36,2,2011-05-26
874,Poly Designer Cover & Back,,Office Supplies,106.34,7,2012-04-17
875,Xerox 1910,,Office Supplies,192.16,5,2012-04-17
876,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",,Furniture,322.59,3,2012-04-17
877,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,,Technology,29.99,1,2012-04-17
878,Logitech G19 Programmable Gaming Keyboard,,Technology,371.97,3,2012-04-17
879,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",,Office Supplies,5.89,4,2011-05-26
880,Lock-Up Easel 'Spel-Binder',,Office Supplies,68.47,3,2014-10-13
881,SAFCO Arco Folding Chair,,Furniture,1242.9,5,2014-10-13
882,"Decoflex Hanging Personal Folder File, Blue",,Office Supplies,30.84,2,2013-10-22
883,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",,Office Supplies,13.48,4,2012-12-21
884,Eldon 200 Class Desk Accessories,,Furniture,31.4,5,2012-07-17
885,Dax Clear Box Frame,,Furniture,17.46,2,2012-09-21
886,Fellowes Black Plastic Comb Bindings,,Office Supplies,13.94,3,2012-09-21
887,Eldon Shelf Savers Cubes and Bins,,Office Supplies,83.76,12,2011-04-12
888,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",,Office Supplies,37.66,7,2011-04-12
889,Xerox 1987,,Office Supplies,34.68,6,2011-04-12
890,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,,Technology,149.95,5,2011-04-12
891,Acco D-Ring Binder w/DublLock,,Office Supplies,51.31,3,2012-11-01
892,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",,Office Supplies,4.54,1,2014-11-04
893,Fluorescent Highlighters by Dixon,,Office Supplies,15.92,4,2012-05-12
894,Nortel Networks T7316 E Nt8 B27,,Technology,543.92,8,2012-05-12
895,File Shuttle I and Handi-File,,Office Supplies,155.82,7,2012-07-25
896,Binding Machine Supplies,,Office Supplies,70.01,3,2012-07-25
897,Staple envelope,,Office Supplies,15.65,2,2012-07-25
898,Alphabetical Labels for Top Tab Filing,,Office Supplies,103.6,7,2012-07-25
899,Things To Do Today Pad,,Office Supplies,46.96,8,2013-05-06
900,Wilson Jones Hanging Recycled Pressboard Data Binders,,Office Supplies,8.9,2,2013-05-06
901,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,,Office Supplies,10.44,5,2014-01-01
902,Deluxe Heavy-Duty Vinyl Round Ring Binder,,Office Supplies,18.34,4,2011-11-01
903,Avaya 5420 Digital phone,,Technology,323.98,3,2011-11-01
904,Xerox 1923,,Office Supplies,20.04,3,2014-11-12
905,Fellowes Neat Ideas Storage Cubes,,Office Supplies,64.96,2,2014-11-12
906,Xerox 1931,,Office Supplies,12.96,2,2014-11-12
907,"Bush Westfield Collection Bookcases, Fully Assembled",,Furniture,323.14,4,2013-08-27
908,Gear Head AU3700S Headset,,Technology,90.93,7,2014-08-14
909,Wilson Jones Legal Size Ring Binders,,Office Supplies,52.78,3,2014-08-14
910,Polycom CX600 IP Phone VoIP phone,,Technology,1199.8,4,2014-08-14
911,Maxell iVDR EX 500GB Cartridge,,Technology,1928.78,7,2014-08-14
912,Fellowes High-Stak Drawer Files,,Office Supplies,352.38,2,2011-03-22
913,3M Hangers With Command Adhesive,,Furniture,22.2,6,2011-03-22
914,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",,Furniture,46.94,1,2014-06-16
915,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,,Technology,143.73,9,2014-11-17
916,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",,Furniture,99.92,2,2013-01-21
917,Global Commerce Series High-Back Swivel/Tilt Chairs,,Furniture,797.94,4,2013-01-21
918,Avery Premier Heavy-Duty Binder with Round Locking Rings,,Office Supplies,8.57,3,2013-11-12
919,Cameo Buff Policy Envelopes,,Office Supplies,149.35,3,2013-01-30
920,Acco Perma 4000 Stacking Storage Drawers,,Office Supplies,12.99,1,2013-10-19
921,Recycled Eldon Regeneration Jumbo File,,Office Supplies,24.56,2,2014-12-19
922,Maxell 4.7GB DVD-R,,Technology,85.14,3,2014-12-19
923,OtterBox Commuter Series Case - iPhone 5 & 5s,,Technology,21.99,1,2014-12-19
924,Kensington 4 Outlet MasterPiece Compact Power Control Center,,Office Supplies,406.6,5,2014-11-03
925,GBC DocuBind 300 Electric Binding Machine,,Office Supplies,841.57,2,2011-09-26
926,Xerox 1985,,Office Supplies,15.55,3,2014-02-20
927,Hypercom P1300 Pinpad,,Technology,252,5,2014-01-31
928,Newell 324,,Office Supplies,46.2,4,2012-08-08
929,Holmes Odor Grabber,,Office Supplies,28.84,2,2012-08-08
930,Zebra Zazzle Fluorescent Highlighters,,Office Supplies,14.59,3,2012-08-08
931,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",,Office Supplies,89.86,3,2013-12-07
932,Xerox 196,,Office Supplies,13.87,3,2013-12-07
933,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",,Office Supplies,12.19,3,2013-12-07
934,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",,Office Supplies,45.06,8,2013-12-07
935,JM Magazine Binder,,Office Supplies,29.72,6,2013-12-07
936,Xerox 202,,Office Supplies,15.55,3,2013-12-07
937,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,,Office Supplies,447.7,2,2013-12-07
938,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,,Technology,159.99,1,2014-11-20
939,Xerox 213,,Office Supplies,12.96,2,2014-11-20
940,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,,Office Supplies,134.48,4,2013-11-05
941,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",,Office Supplies,17.12,2,2014-12-15
942,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",,Office Supplies,6.1,2,2014-12-15
943,Bretford CR4500 Series Slim Rectangular Table,,Furniture,1114.27,4,2014-12-15
944,Xerox 1894,,Office Supplies,32.4,5,2014-11-13
945,Standard Rollaway File with Lock,,Office Supplies,540.57,3,2014-11-13
946,"Avery Trapezoid Extra Heavy Duty 4"" Binders",,Office Supplies,167.76,5,2014-11-13
947,Bevis Boat-Shaped Conference Table,,Furniture,393.17,3,2014-11-13
948,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",,Furniture,516.49,7,2014-11-13
949,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,,Furniture,1007.23,6,2014-11-13
950,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",,Furniture,2065.32,12,2012-12-24
951,Xerox 210,,Office Supplies,15.55,3,2012-12-24
952,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,Office Supplies,25.34,6,2014-04-27
953,Staple-based wall hangings,,Furniture,25.47,4,2014-04-27
954,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,Office Supplies,27.17,2,2014-12-17
955,"Bush Westfield Collection Bookcases, Medium Cherry Finish",,Furniture,78.85,2,2014-12-17
956,Home/Office Personal File Carts,,Office Supplies,173.8,5,2014-12-17
957,"Logitech B530 USB Headset - headset - Full size, Binaural",,Technology,29.59,1,2014-12-17
958,Avery Durable Slant Ring Binders,,Office Supplies,4.75,2,2011-07-12
959,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",,Office Supplies,15.55,3,2011-07-12
960,Luxo Professional Combination Clamp-On Lamps,,Furniture,204.6,2,2011-12-06
961,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",,Furniture,321.57,2,2011-12-06
962,Zipper Ring Binder Pockets,,Office Supplies,6.24,2,2013-02-21
963,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",,Office Supplies,21.88,2,2013-02-21
964,Avery File Folder Labels,,Office Supplies,4.61,2,2013-02-21
965,Color-Coded Legal Exhibit Labels,,Office Supplies,9.82,2,2013-02-21
966,Bulldog Vacuum Base Pencil Sharpener,,Office Supplies,35.97,3,2013-09-10
967,Xerox 212,,Office Supplies,12.96,2,2011-07-14
968,Computer Printout Paper with Letter-Trim Fine Perforations,,Office Supplies,191.6,4,2011-10-24
969,Avery File Folder Labels,,Office Supplies,8.64,3,2014-04-18
970,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,,Office Supplies,501.81,3,2014-04-18
971,DAX Black Cherry Wood-Tone Poster Frame,,Furniture,127.1,6,2014-04-18
972,AT&T 841000 Phone,,Technology,124.2,3,2014-04-18
973,GBC Linen Binding Covers,,Office Supplies,18.59,2,2014-04-18
974,Round Specialty Laser Printer Labels,,Office Supplies,30.07,3,2012-11-08
975,Motorola HK250 Universal Bluetooth Headset,,Technology,160.93,7,2012-11-08
976,Tuf-Vin Binders,,Office Supplies,75.79,3,2012-11-08
977,Wilson Jones Easy Flow II Sheet Lifters,,Office Supplies,1.08,2,2012-11-08
978,Lexmark MX611dhe Monochrome Laser Printer,,Technology,3059.98,2,2011-08-24
979,Angle-D Ring Binders,,Office Supplies,3.28,2,2013-03-25
980,Xerox 188,,Office Supplies,34.02,3,2013-11-22
981,Office Star - Contemporary Task Swivel Chair,,Furniture,599.29,6,2014-10-04
982,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",,Office Supplies,3.39,1,2014-09-12
983,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),,Technology,559.98,2,2014-09-12
984,"Global Airflow Leather Mesh Back Chair, Black",,Furniture,603.92,5,2014-09-12
985,Avery 499,,Office Supplies,7.97,2,2011-09-30
986,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,Office Supplies,27.97,4,2014-10-07
987,Wasp CCD Handheld Bar Code Reader,,Technology,336.51,3,2014-10-07
988,Acco Suede Grain Vinyl Round Ring Binder,,Office Supplies,1.11,2,2014-10-07
989,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,,Furniture,520.05,5,2014-10-20
990,Bulldog Table or Wall-Mount Pencil Sharpener,,Office Supplies,17.97,3,2014-10-20
991,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,,Furniture,1166.92,5,2014-10-20
992,Cardinal EasyOpen D-Ring Binders,,Office Supplies,14.62,2,2014-10-20
993,Advantus SlideClip Paper Clips,,Office Supplies,10.23,3,2014-03-14
994,Xerox 1979,,Office Supplies,154.9,5,2014-03-14
995,Fellowes PB300 Plastic Comb Binding Machine,,Office Supplies,2715.93,7,2014-03-14
996,Plantronics Voyager Pro Legend,,Technology,617.97,3,2014-03-14
997,Laser & Ink Jet Business Envelopes,,Office Supplies,10.67,1,2014-03-14
998,Portable Personal File Box,,Office Supplies,36.63,3,2013-01-03
999,Magna Visual Magnetic Picture Hangers,,Furniture,24.1,5,2012-10-03
1000,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,,Furniture,33.11,7,2011-05-21
1001,Boston 16801 Nautilus Battery Pencil Sharpener,,Office Supplies,44.02,2,2014-09-05
1002,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,,Technology,2309.65,7,2014-09-05
1003,"Bevis Round Bullnose 29"" High Table Top",,Furniture,1090.78,7,2013-08-24
1004,Xerox 212,,Office Supplies,19.44,3,2013-08-24
1005,Fellowes Super Stor/Drawer Files,,Office Supplies,484.65,3,2013-08-24
1006,Xerox 1910,,Office Supplies,115.3,3,2013-08-24
1007,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",,Office Supplies,7.08,3,2013-08-24
1008,UniKeep View Case Binders,,Office Supplies,4.4,3,2013-08-24
1009,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",,Office Supplies,44.75,5,2011-12-16
1010,JBL Micro Wireless Portable Bluetooth Speaker,,Technology,95.98,2,2011-12-16
1011,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",,Furniture,151.72,4,2011-12-16
1012,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,Furniture,155.25,3,2011-12-16
1013,Project Tote Personal File,,Office Supplies,14.03,1,2014-02-12
1014,Bevis 36 x 72 Conference Tables,,Furniture,1618.37,13,2014-02-12
1015,Enermax Acrylux Wireless Keyboard,,Technology,99.6,1,2011-06-30
1016,Xerox 216,,Office Supplies,32.4,5,2011-12-20
1017,G.E. Halogen Desk Lamp Bulbs,,Furniture,13.96,2,2011-08-03
1018,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,Furniture,155.82,3,2011-09-21
1019,OtterBox Commuter Series Case - Samsung Galaxy S4,,Technology,124.95,5,2011-09-21
1020,Iceberg Mobile Mega Data/Printer Cart ,,Office Supplies,601.65,5,2011-09-21
1021,Staples in misc. colors,,Office Supplies,22.74,3,2011-09-21
1022,Global Comet Stacking Arm Chair,,Furniture,1267.53,3,2011-09-21
1023,Cisco SPA525G2 5-Line IP Phone,,Technology,1379.92,8,2011-09-21
1024,Peel & Seel Envelopes,,Office Supplies,6.21,2,2014-09-24
1025,GBC Plastic Binding Combs,,Office Supplies,11.81,2,2014-09-24
1026,Xerox 2,,Office Supplies,15.55,3,2014-10-21
1027,Xerox 1935,,Office Supplies,63.31,3,2014-10-21
1028,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,,Technology,15.59,2,2012-07-10
1029,Easy-staple paper,,Office Supplies,177.2,5,2011-11-10
1030,Cisco SPA508G,,Technology,197.97,3,2011-11-10
1031,Global Commerce Series High-Back Swivel/Tilt Chairs,,Furniture,854.94,3,2011-11-10
1032,9-3/4 Diameter Round Wall Clock,,Furniture,124.11,9,2011-11-10
1033,Avery 514,,Office Supplies,14.4,5,2011-11-10
1034,Southworth 25% Cotton Granite Paper & Envelopes,,Office Supplies,15.7,3,2011-11-10
1035,Acco 3-Hole Punch,,Office Supplies,2.63,2,2013-01-09
1036,Avery Recycled Flexi-View Covers for Binding Systems,,Office Supplies,14.43,3,2013-01-09
1037,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,Furniture,86.62,2,2014-07-09
1038,Aluminum Screw Posts,,Office Supplies,36.62,3,2011-05-13
1039,Newell 336,,Office Supplies,23.97,7,2011-10-02
1040,Staples in misc. colors,,Office Supplies,28.73,3,2011-10-02
1041,Chromcraft Round Conference Tables,,Furniture,697.16,4,2011-10-02
1042,Maxell 4.7GB DVD+RW 3/Pack,,Technology,31.86,2,2011-10-02
1043,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",,Furniture,722.35,3,2011-10-02
1044,"Quartet Alpha White Chalk, 12/Pack",,Office Supplies,8.84,5,2011-10-02
1045,Belkin F9S820V06 8 Outlet Surge,,Office Supplies,58.46,9,2011-10-02
